customer,state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
LK60013,Oregon,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,2,3,Branch,Four-Door Car,Midsize
DE21533,California,No,Basic,Undergraduate,Employed,M,Suburban,Divorced,Personal Auto,2,1,Call Center,Four-Door Car,Midsize
YS94121,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,1,1,Call Center,Four-Door Car,Small
UK68427,Washington,Yes,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,3,2,Branch,Two-Door Car,Small
TE49565,Oregon,No,Basic,Undergraduate,Other,F,Suburban,Married,Personal Auto,3,2,Call Center,SUV,Small
RA88421,Oregon,No,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,3,3,Branch,Four-Door Car,Midsize
KQ51983,Nevada,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,1,1,Branch,Two-Door Car,Midsize
CD88896,Nevada,Yes,Basic,High School or Below,Employed,F,Rural,Single,Corporate Auto,3,2,Agent,Four-Door Car,Midsize
YV22553,Arizona,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate Auto,3,1,Agent,SUV,Small
WU14435,California,No,Basic,Undergraduate,Other,M,Suburban,Married,Corporate Auto,1,1,Agent,Four-Door Car,Small
XV84099,Arizona,Yes,Basic,Undergraduate,Unemployed,F,Suburban,Married,Corporate Auto,1,1,Call Center,Four-Door Car,Midsize
RI24911,Arizona,Yes,Basic,Undergraduate,Employed,M,Urban,Single,Personal Auto,3,2,Agent,Two-Door Car,Midsize
KO26461,Arizona,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,2,1,Agent,Four-Door Car,Midsize
HI14283,Oregon,No,Premium,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,3,1,Web,SUV,Small
PT50227,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,3,3,Call Center,Two-Door Car,Midsize
BH36570,California,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,3,1,Branch,Two-Door Car,Small
TX17484,California,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,2,1,Web,Four-Door Car,Large
CT41158,Washington,No,Extended,Undergraduate,Employed,M,Urban,Divorced,Corporate Auto,1,2,Branch,SUV,Large
AO87348,Washington,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Small
DE55857,Washington,No,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Small
LF66923,Nevada,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,3,2,Agent,Two-Door Car,Small
CN24514,Arizona,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,1,3,Agent,Four-Door Car,Large
UW32074,Oregon,No,Basic,Undergraduate,Unemployed,F,Suburban,Divorced,Corporate Auto,3,1,Branch,Four-Door Car,Small
HP36979,California,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,2,Web,Two-Door Car,Large
PP40919,California,No,Extended,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,1,1,Agent,Two-Door Car,Midsize
RO73268,California,No,Extended,Undergraduate,Other,M,Suburban,Divorced,Corporate Auto,2,3,Agent,Two-Door Car,Midsize
HO61691,Arizona,No,Basic,Undergraduate,Employed,F,Suburban,Divorced,Personal Auto,1,4,Agent,Four-Door Car,Midsize
BS13062,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,2,4,Call Center,Four-Door Car,Small
FO35655,Oregon,No,Extended,Undergraduate,Unemployed,M,Suburban,Single,Corporate Auto,3,1,Branch,Luxury,Midsize
HR10526,California,No,Basic,Postgraduate,Employed,M,Suburban,Married,Personal Auto,2,1,Call Center,Four-Door Car,Midsize
IA63417,Arizona,No,Premium,High School or Below,Other,F,Suburban,Divorced,Personal Auto,3,3,Web,Two-Door Car,Midsize
BH35016,Nevada,No,Basic,Undergraduate,Employed,F,Suburban,Divorced,Personal Auto,3,1,Call Center,Two-Door Car,Midsize
PK52952,Arizona,No,Basic,Postgraduate,Employed,M,Suburban,Single,Personal Auto,3,1,Call Center,SUV,Midsize
OD76309,Washington,Yes,Basic,Undergraduate,Other,F,Suburban,Divorced,Personal Auto,3,1,Agent,SUV,Small
IL28481,Oregon,No,Extended,Undergraduate,Employed,M,Urban,Married,Personal Auto,3,4,Call Center,Four-Door Car,Large
GY55092,Nevada,Yes,Extended,High School or Below,Other,M,Suburban,Divorced,Personal Auto,3,2,Agent,SUV,Midsize
UF33451,Oregon,No,Extended,Undergraduate,Employed,F,Urban,Married,Personal Auto,3,1,Agent,SUV,Midsize
CF15558,California,No,Basic,Postgraduate,Employed,F,Urban,Married,Personal Auto,3,2,Call Center,Two-Door Car,Small
JM62924,Washington,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,3,3,Branch,Four-Door Car,Midsize
EM66435,Oregon,No,Basic,Undergraduate,Employed,F,Rural,Divorced,Corporate Auto,3,1,Agent,Four-Door Car,Midsize
QX45933,California,No,Basic,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,1,1,Agent,Four-Door Car,Small
JI71369,California,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,1,1,Web,Four-Door Car,Midsize
JU93290,Arizona,No,Basic,Undergraduate,Other,F,Suburban,Divorced,Personal Auto,2,1,Web,Four-Door Car,Midsize
GU66096,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,2,Agent,Four-Door Car,Midsize
UC33108,California,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,1,1,Agent,Four-Door Car,Small
LW93867,Oregon,No,Basic,Undergraduate,Other,M,Rural,Married,Corporate Auto,1,1,Web,Four-Door Car,Midsize
OU78470,Arizona,No,Extended,Postgraduate,Employed,F,Rural,Single,Corporate Auto,3,2,Call Center,Four-Door Car,Midsize
XW90265,Arizona,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,2,1,Agent,Two-Door Car,Small
HS67749,California,No,Extended,Undergraduate,Employed,M,Rural,Married,Corporate Auto,1,4,Agent,Four-Door Car,Midsize
VZ51506,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,3,2,Call Center,Luxury,Midsize
UI64281,Nevada,No,Basic,Postgraduate,Other,F,Rural,Married,Personal Auto,3,1,Call Center,Two-Door Car,Midsize
AE98193,Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,1,1,Branch,SUV,Midsize
AZ74055,Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,4,Call Center,Four-Door Car,Midsize
XS76911,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,3,1,Agent,Luxury,Small
AY40674,Washington,No,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,2,2,Agent,SUV,Midsize
NA12740,Oregon,No,Basic,Postgraduate,Other,M,Rural,Married,Special Auto,3,1,Web,Two-Door Car,Midsize
UA84837,Arizona,No,Premium,Undergraduate,Employed,M,Suburban,Divorced,Corporate Auto,2,1,Branch,Four-Door Car,Midsize
DJ51510,Arizona,No,Premium,High School or Below,Employed,F,Rural,Married,Personal Auto,3,3,Agent,Four-Door Car,Midsize
VM58985,California,No,Extended,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,3,3,Branch,Two-Door Car,Midsize
OH60605,Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,2,Branch,Two-Door Car,Midsize
UO98052,Nevada,No,Extended,Undergraduate,Unemployed,M,Urban,Single,Personal Auto,2,1,Web,Four-Door Car,Midsize
NC53424,California,No,Basic,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,2,4,Web,Two-Door Car,Midsize
LQ13873,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,1,Agent,Four-Door Car,Small
LA97014,Washington,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,1,1,Agent,Two-Door Car,Midsize
NB79936,Washington,No,Premium,Undergraduate,Employed,M,Rural,Single,Personal Auto,2,1,Branch,Two-Door Car,Midsize
NT89061,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Midsize
AF10970,Arizona,No,Basic,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,3,1,Call Center,Four-Door Car,Midsize
ZG48513,California,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Midsize
JQ59145,California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,1,1,Agent,Luxury,Midsize
FE84989,Washington,No,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,2,2,Call Center,Four-Door Car,Large
JT52858,Oregon,No,Premium,Undergraduate,Employed,F,Suburban,Married,Personal Auto,1,3,Branch,Four-Door Car,Midsize
MC62068,California,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,2,4,Agent,Four-Door Car,Large
EU27538,Oregon,No,Extended,Postgraduate,Employed,M,Rural,Married,Personal Auto,3,1,Branch,Luxury,Midsize
RH42306,Arizona,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Corporate Auto,2,3,Web,Four-Door Car,Small
US23612,Oregon,No,Premium,High School or Below,Other,F,Rural,Married,Personal Auto,2,1,Call Center,Two-Door Car,Large
WV76014,Arizona,No,Basic,Postgraduate,Employed,M,Rural,Single,Special Auto,2,2,Branch,Four-Door Car,Midsize
RK96223,California,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,3,1,Agent,SUV,Midsize
MF82000,Washington,No,Basic,Undergraduate,Unemployed,F,Rural,Married,Special Auto,2,2,Branch,Four-Door Car,Midsize
FM46980,Arizona,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,1,2,Branch,Four-Door Car,Small
SY56792,Oregon,No,Premium,High School or Below,Unemployed,M,Suburban,Divorced,Corporate Auto,3,3,Web,Four-Door Car,Midsize
RF61565,California,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Midsize
IM94808,Nevada,No,Basic,Undergraduate,Employed,M,Rural,Married,Corporate Auto,3,4,Web,Four-Door Car,Midsize
VI14730,Oregon,Yes,Basic,High School or Below,Other,M,Suburban,Married,Personal Auto,2,1,Web,Luxury,Midsize
YR34119,Washington,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,1,1,Agent,SUV,Small
RR77985,Oregon,No,Extended,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,1,1,Call Center,Four-Door Car,Midsize
VC22097,Washington,Yes,Basic,Undergraduate,Unemployed,F,Suburban,Divorced,Corporate Auto,3,1,Agent,SUV,Midsize
WV17090,California,No,Basic,Undergraduate,Unemployed,M,Suburban,Married,Corporate Auto,1,2,Call Center,SUV,Midsize
TM23514,Oregon,No,Extended,Undergraduate,Employed,M,Urban,Single,Personal Auto,3,3,Web,SUV,Midsize
MQ68407,Oregon,Yes,Premium,Undergraduate,Employed,F,Rural,Divorced,Personal Auto,3,2,Agent,Four-Door Car,Midsize
GJ59592,California,Yes,Basic,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,2,2,Call Center,Four-Door Car,Small
FY56083,Oregon,No,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,2,1,Agent,Four-Door Car,Small
UA94723,Oregon,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,3,1,Agent,SUV,Midsize
FW91032,California,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,2,4,Agent,Four-Door Car,Midsize
DE34457,Oregon,No,Basic,Postgraduate,Employed,F,Urban,Married,Personal Auto,3,3,Call Center,SUV,Small
HD32044,Oregon,No,Premium,Postgraduate,Employed,F,Suburban,Divorced,Corporate Auto,3,1,Branch,Four-Door Car,Midsize
HH30454,Oregon,No,Premium,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,3,3,Branch,SUV,Midsize
AH84063,Oregon,No,Extended,Undergraduate,Employed,F,Rural,Married,Corporate Auto,3,3,Call Center,SUV,Midsize
QA17596,California,No,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,3,2,Agent,Two-Door Car,Small
XI41052,California,No,Extended,Undergraduate,Employed,F,Suburban,Single,Personal Auto,2,3,Call Center,SUV,Midsize
DI30528,California,Yes,Basic,Postgraduate,Employed,F,Rural,Married,Personal Auto,3,2,Web,Four-Door Car,Large
SC66359,Arizona,No,Basic,Undergraduate,Employed,F,Rural,Married,Corporate Auto,3,4,Agent,SUV,Small
EN61670,Arizona,Yes,Basic,Postgraduate,Employed,F,Urban,Married,Personal Auto,1,2,Branch,Four-Door Car,Midsize
DQ10761,Oregon,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Corporate Auto,3,1,Branch,Four-Door Car,Midsize
BQ51587,California,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,2,2,Call Center,Four-Door Car,Midsize
JE21522,California,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,4,Branch,Four-Door Car,Midsize
WS47147,California,Yes,Basic,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,3,1,Branch,SUV,Midsize
ZA64638,Nevada,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,2,2,Web,Four-Door Car,Small
EW38459,Nevada,No,Basic,Undergraduate,Employed,F,Rural,Married,Corporate Auto,1,2,Web,Four-Door Car,Midsize
QW87316,Oregon,No,Basic,Undergraduate,Employed,F,Urban,Divorced,Personal Auto,2,2,Agent,Four-Door Car,Midsize
IC43478,California,No,Extended,Undergraduate,Employed,M,Suburban,Single,Personal Auto,1,1,Call Center,Two-Door Car,Midsize
TE34064,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Midsize
WU60905,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,1,3,Web,SUV,Midsize
YM18992,California,No,Basic,Undergraduate,Employed,F,Suburban,Divorced,Personal Auto,1,1,Agent,Two-Door Car,Midsize
PD55753,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,1,4,Call Center,Four-Door Car,Midsize
KU56006,Arizona,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,2,1,Call Center,Four-Door Car,Small
MJ69973,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,3,1,Call Center,Two-Door Car,Midsize
TW43626,California,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Large
XX84133,California,No,Basic,Undergraduate,Employed,M,Rural,Married,Corporate Auto,2,4,Call Center,Four-Door Car,Midsize
ZW84453,Arizona,No,Basic,Undergraduate,Unemployed,F,Rural,Married,Personal Auto,2,1,Web,Four-Door Car,Midsize
HO29524,California,No,Extended,Undergraduate,Employed,M,Rural,Married,Personal Auto,1,4,Branch,Two-Door Car,Midsize
VE89726,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,1,3,Branch,SUV,Midsize
GE87503,California,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,4,Call Center,SUV,Small
PX90263,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Midsize
NI17718,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,3,2,Web,Four-Door Car,Midsize
FY32213,California,Yes,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,3,2,Call Center,Four-Door Car,Midsize
RZ13254,Nevada,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,1,2,Branch,Four-Door Car,Large
GN45013,Oregon,No,Basic,High School or Below,Other,M,Suburban,Married,Personal Auto,1,1,Agent,Four-Door Car,Midsize
UB16654,Washington,No,Basic,Postgraduate,Other,M,Urban,Divorced,Personal Auto,3,4,Web,Four-Door Car,Midsize
KU84464,Nevada,No,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,3,1,Call Center,Four-Door Car,Midsize
YH43527,Oregon,No,Extended,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,2,4,Agent,Four-Door Car,Midsize
RO30676,California,No,Premium,Undergraduate,Other,F,Rural,Married,Personal Auto,3,1,Agent,Four-Door Car,Midsize
QL59704,Arizona,No,Basic,Undergraduate,Employed,F,Urban,Married,Corporate Auto,3,2,Branch,Four-Door Car,Midsize
QH19450,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,3,1,Call Center,Four-Door Car,Small
HR85211,Washington,No,Basic,Postgraduate,Employed,F,Rural,Married,Personal Auto,3,2,Web,Two-Door Car,Midsize
UV54502,Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,3,4,Branch,Four-Door Car,Large
WB38524,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,2,Branch,Two-Door Car,Small
CE56187,Oregon,No,Basic,Postgraduate,Employed,F,Urban,Divorced,Personal Auto,2,2,Branch,SUV,Midsize
JL19416,California,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,3,1,Agent,SUV,Midsize
JZ61422,Nevada,No,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Midsize
LA13377,California,No,Basic,Postgraduate,Employed,M,Suburban,Married,Personal Auto,3,4,Call Center,Four-Door Car,Small
NC99948,Nevada,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,1,3,Call Center,Four-Door Car,Midsize
QD34785,Arizona,Yes,Extended,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,1,2,Agent,Four-Door Car,Small
RO26085,California,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,2,2,Agent,Luxury,Large
ES57969,Oregon,Yes,Basic,Undergraduate,Other,M,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Midsize
JK55587,California,No,Basic,High School or Below,Other,M,Suburban,Married,Special Auto,3,1,Branch,Four-Door Car,Large
RN97635,Arizona,No,Extended,Undergraduate,Employed,M,Suburban,Divorced,Corporate Auto,2,1,Call Center,Four-Door Car,Small
BI76326,California,No,Premium,Undergraduate,Employed,F,Urban,Single,Personal Auto,3,2,Call Center,SUV,Small
JA34909,California,Yes,Basic,Undergraduate,Other,F,Suburban,Married,Corporate Auto,3,2,Call Center,Four-Door Car,Midsize
OJ90342,Oregon,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,3,2,Web,Four-Door Car,Midsize
CM88932,Oregon,Yes,Extended,Postgraduate,Employed,F,Rural,Married,Corporate Auto,2,1,Branch,Four-Door Car,Large
JJ97525,California,Yes,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,1,2,Call Center,Two-Door Car,Midsize
XV21647,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,1,1,Branch,Luxury,Midsize
MC83487,Arizona,No,Basic,Undergraduate,Other,M,Suburban,Single,Corporate Auto,3,1,Agent,Four-Door Car,Midsize
BL90769,California,Yes,Basic,Undergraduate,Employed,F,Suburban,Divorced,Personal Auto,3,1,Web,SUV,Midsize
CR57148,Oregon,No,Basic,Postgraduate,Employed,F,Rural,Married,Personal Auto,3,2,Branch,Two-Door Car,Midsize
CP85232,Arizona,No,Extended,Undergraduate,Employed,M,Rural,Married,Special Auto,3,1,Agent,SUV,Small
YL74732,California,No,Basic,High School or Below,Other,F,Suburban,Married,Personal Auto,2,4,Web,SUV,Midsize
FG16766,California,No,Premium,Undergraduate,Employed,F,Suburban,Married,Personal Auto,2,4,Branch,SUV,Midsize
NV55438,Nevada,No,Basic,High School or Below,Other,F,Suburban,Single,Personal Auto,3,2,Agent,Two-Door Car,Midsize
RM10880,California,Yes,Extended,Undergraduate,Employed,F,Suburban,Divorced,Corporate Auto,3,1,Branch,Four-Door Car,Midsize
GL56175,Arizona,No,Extended,Undergraduate,Employed,M,Urban,Married,Personal Auto,1,2,Call Center,Four-Door Car,Midsize
UK52289,Arizona,Yes,Basic,Undergraduate,Employed,F,Urban,Married,Special Auto,3,2,Agent,Four-Door Car,Midsize
LL45497,Washington,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,2,2,Web,Two-Door Car,Midsize
BC62782,Arizona,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,3,4,Call Center,SUV,Small
YM57893,Washington,No,Premium,Postgraduate,Employed,M,Suburban,Married,Personal Auto,2,1,Call Center,Two-Door Car,Small
JP30654,Oregon,No,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,3,3,Agent,SUV,Midsize
RA66180,Washington,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate Auto,2,1,Branch,Two-Door Car,Midsize
EN60878,Oregon,No,Extended,Undergraduate,Other,M,Urban,Single,Personal Auto,2,1,Branch,Four-Door Car,Midsize
JF36291,California,Yes,Basic,Undergraduate,Other,M,Suburban,Married,Personal Auto,3,2,Agent,Luxury,Midsize
BK59444,California,No,Basic,Postgraduate,Employed,F,Rural,Single,Personal Auto,2,2,Branch,Four-Door Car,Midsize
MK70700,California,No,Basic,Postgraduate,Employed,M,Urban,Married,Personal Auto,1,2,Branch,Four-Door Car,Midsize
IW71076,California,No,Basic,Undergraduate,Employed,M,Rural,Married,Corporate Auto,3,2,Agent,Four-Door Car,Large
AP98768,California,No,Extended,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,1,1,Agent,Four-Door Car,Small
